id,type,text1,text2,text3,text4,text5,notes
planet_ogygia,CUSTOM,"Ogygia, eine eher kleine, karge Welt, deren Oberfläche die Spuren eines wahrhaft katastrophalen und relativ jungen Einschlagereignisses trägt, galt dennoch aufgrund der systemweiten Infrastruktur, die für ihre Schwesterwelt Ithaka aufgebaut wurde, als lohnender Kandidat für eine sekundäre Terraformung. Der Zusammenbruch machte diesen Plänen ein Ende.",,"Ein gewaltiger Einschlag hat einen Großteil der gesamten Hemisphäre von Ogygia in ein kaltes Lavameer verwandelt, das mehrere Dutzend Kilometer unterhalb der mittleren Höhe versunken ist. Von menschlichen Besuchen sind nur noch wenige Spuren zu sehen, darunter freigelegte Fundamente und seltsamerweise die Hälfte eines glühend heißen Schlachtschiffrumpfs der Onslaught-Klasse am Grund einer zerklüfteten Schlucht.",,,
station_telepylus,CUSTOM,"Eine riesige Orbitalstation, die um den Kern eines alten Sporeschiffs aus der Expansionsära herum gebaut wurde und unter einem Wald aus modularen Hangars, Industriekapseln und Wohnringen begraben liegt. Diese Station war einst der Sammelplatz für Asteroiden-Tender und mobile Raffinerien, die das äußere Sonnensystem durchkämmten. Heute ist sie völlig verlassen.",,"Die Primärreaktoren und alle wertvollen industriellen Komponenten wurden entfernt – und zwar in aller Eile, wie man an den umfangreichen Sekundärschäden erkennen kann. Passive Backup-Systeme wurden dabei zerstört, und die Station ist zu weit vom Primärreaktor entfernt, um genügend Energie für die Aufrechterhaltung der Lebenserhaltungssysteme zu erhalten. Eine kleine Warnmeldung auf Ihrem Navigationscomputer informiert Sie darüber, dass die Umlaufbahn der Station abnimmt und sie innerhalb von fünfhundert Zyklen in der Atmosphäre von Telepylus verglühen wird.
Ein Andocken an die Station ist nicht ratsam.",,,
planet_ismara,CUSTOM,"Ismara, eine kalte, eisige Welt, war der perfekte Ort, um Minen und Massentreiberanlagen zu installieren, mit denen tonnenschwere Platten aus mit Graphen ummantelten Wasser- und Stickstoffpaketen in Richtung des inneren Systems geschleudert werden konnten, um die terrestrischen Welten des Penelope-Sterns zu versorgen.",,"Aus dem Orbit sind die Spuren der linearen Massentreiber-Bahnen gut zu erkennen, doch bei näherer Betrachtung zeigt sich, dass nur noch Reihen von verbogenen Stützsäulen übrig sind, die aus Regocrete herausragen; die supraleitenden Spulen und andere wertvolle Hardware wurden längst geplündert. Ebenso wurden die Kuppeln von Fusionsanlagen und Fabriken aufgebrochen, sodass die dünne Atmosphäre eindringen kann, und die sich ausbreitenden toten Lebensraumgitter werden mit jedem Zyklus durch Methandrift immer mehr verdeckt.",,,
planet_nortia,CUSTOM,"Nortia, ein großer, ansonsten jedoch unauffälliger Metall-/Silikat-Planetoide, der sich im L4-Punkt des Gasriesen Salus befindet, war einst Schauplatz saisonaler Roboterbergbauaktivitäten und Drogenmissbrauchs, bevor er während der Askonia-Krise von Flüchtlingen überschwemmt wurde. Heute bildet er die stärkste unabhängige Basis der Charteristen-Rebellen in diesem System.",,"Seit der Krise sind Nortias Bergbau- und Raffineriezentren zu weitläufigen, tumorartigen Vororten aus Gesteißschaum herangewachsen; hier folgen sie Bergbautunneln unter der Oberfläche, dort sprudeln Kommunikationsanlagen, Sonnenkollektoren und Druckkuppeln hervor. Die zivile Verwaltung erfolgt in Form einer unsicheren Vereinbarung zwischen den unterirdischen Widerstandskräften der Charteristen (organisiert in einer dualen militärischen Hierarchie/Zellstruktur), die ein oberirdisches Kartell unabhängiger Schmuggler unterstützen, das vorgibt, eine legitime Regierung zu sein – und sogar etwas vorweisen kann, das einer diplomatischen Präsenz à la Hegemony ähnelt. ",,,
planet_druj,CUSTOM,"Eine tote und unfruchtbare Welt, wenn auch mit einem nennenswerten Magnetfeld, das auf einen differenzierten metallischen Kern hindeutet. Die von Aka Mainyu ausgelösten Ionenstürme überschütten Druj mit spektakulären hochenergetischen Partikeln, sprengen flüchtige Stoffe weg und hinterlassen dunkle Bögen aus Nanophasen-Eisen im Regolith.",,,,,
planet_aka_mainyu,CUSTOM,"Der heiße Gasriese Aka Mainyu ist an seinen Primärstern gebunden, und seine Tagseite ist ein ewiger höllischer Strudel mit Winden aus verdampften Metallen, die Geschwindigkeiten von Tausenden von Kilometern pro Stunde erreichen. Jede Sekunde werden eine halbe Million Tonnen ionisiertes Gas aus der Atmosphäre geblasen, wodurch ein komplexer, wirbelnder Magnetschweif entsteht, dessen Auswirkungen im gesamten inneren Volumen des Duzahk-Systems nachweisbar sind. ",,,,,
toxic_cold,PLANET,"Eine gefrorene Welt, umhüllt von einem dichten Stickstoffsmog, durchsetzt mit Ethan- und Methanwolken. Die Oberfläche besteht aus erodiertem Wassereis, windgepeitschten Dünen aus organischen Verbindungen und Kohlenwasserstoffmeeren. Flüssiges Wasser sprudelt zusammen mit Methan aus Kryovulkanen, die durch Gezeitenerwärmung und zerfallende radioaktive Elemente tief im Mantel angetrieben werden.",,,,,
slipstream,TERRAIN,"Ein Fluss im Hyperraum, ähnlich den Strömungen, denen die alten Seefahrer auf Old Earth folgten.",,,,,
nebula,TERRAIN,"Interstellare Wolken aus Wasserstoff, Helium und Staub verursachen erhebliche Sensorstörungen, die einer darin versteckten Flotte zugute kommen können. Das (relativ) dichte Medium beeinträchtigt auch den Betrieb des Antriebsfeldes.",,,,,
event_horizon,TERRAIN,Der Gravitationsfluss in der Nähe des Ereignishorizonts eines Schwarzen Lochs ist extrem.,,,,,
pulsar_beam,TERRAIN,"Ein relativistischer, magnetisierter Jet in Verbindung mit intensiver Strahlung. Wird häufig von Neutronensternen emittiert.",,,,,
corona,TERRAIN,"Ein Heiligenschein aus hochtemperiertem Plasma, der einen Stern umgibt; die meisten Raumschiffe sind nicht dafür gebaut, einer längeren Einwirkung der extremen Strahlung der Korona standzuhalten, und werden beschädigt, wenn sie sich darin aufhalten.",,,,,
corona_aka_mainyu,TERRAIN,"Ein Sturm aus hochenergetischen Ionen und außergewöhnlich starken magnetischen Schwankungen. Die meisten Schiffe sind nicht dafür gebaut, einer solchen extremen Strahlenbelastung über einen längeren Zeitraum standzuhalten, und werden beschädigt, wenn sie sich darin aufhalten.",,,,,
asteroid_belt,TERRAIN,"Eine Orbitalzone, die reich an Asteroiden ist.",,,,,
ring,TERRAIN,"Eine dichte Scheibe aus Staub oder Eis, die starke Sensorstörungen verursacht und einer darin versteckten Flotte Schutz bietet. Das Medium ist nicht dicht genug, um Schiffe nennenswert zu verlangsamen.",,,,,
debris_field,TERRAIN,"Trümmer, die nach einer Schlacht, einer Bergungsaktion oder einfach durch Zusammenkommen an einem gravitativ stabilen Ort zurückbleiben.",,,,,
asteroid_field,TERRAIN,"Ein Raumvolumen, das reich an Asteroiden ist.",,,,,
magnetic_field,TERRAIN,"Ein starkes Magnetfeld, das hochenergetische geladene Teilchen einfängt. Es ist extrem schwierig, Sensorwerte von einer darin lauernden Flotte zu erhalten.",,,,,
hyperspace_normal,TERRAIN,"Dieses topologisch exotische Medium aus nicht ganz vollständiger Raumzeit wird von Raumschiffen genutzt, um die Einschränkungen zu umgehen, die die euklidische Geometrie dem interstellaren Reisen auferlegt.",,,,,
hyperspace_deep,TERRAIN,"Dieser Teil des Hyperraums ist besonders chaotisch, was sogar die Leistung von für den Hyperraum kalibrierten Geräten beeinträchtigt.",,,,,
hyperspace_storm,TERRAIN,"Dieser Teil des Hyperraums unterliegt chaotischen Phasenverschiebungen, die zu stark schwankenden Resonanzkaskaden führen. Seit Generationen werden unter Raumfahrern alte und düstere Warnungen vor längerer Exposition gegenüber sogenannten „Hyperraumstürmen“ weitergegeben.",,,,,
hyperspace_abyssal,TERRAIN,"Der abgrundtiefe Hyperraum, für Sensoren nahezu undurchdringlich und mit enormem Druck auf das Antriebsfeld. Gegenstand vieler alter Raumfahrergeschichten, die man in der gemütlichen Atmosphäre einer Hafenbar leichter mit einem Lachen abtun kann.",,,,,
stellar_mirror,CUSTOM,"Ein ultraleichtes Spiegelarray, das zur Reflexion und Konzentration von Sonnenenergie verwendet wird. Sternspiegel sind ein gängiges Terraforming-Werkzeug, dessen Einsatz von der Eridani-Utopia Terraforming Corporation während der Blütezeit der Expansionsphase des Domain zur Perfektion gebracht wurde.",,,,,
stellar_shade,CUSTOM,"Ein ultraleichtes Orbital-Schattenarray, das zur Ablenkung und Sammlung von Sonnenenergie verwendet wird. Stellare Schatten sind ein gängiges Terraforming-Werkzeug, dessen Einsatz von der Eridani-Utopia Terraforming Corporation während der Blütezeit der Expansionsphase des Domain zur Perfektion gebracht wurde.",,,,,
kite,SHIP,"Das vertraute zivile Design der „Kite“-Klasse erinnert täglich an den Ruf von Fabrique Orbitale im Bereich der Luftfahrttechnik – eine wertvolle Spezialisierung, selbst im Zeitalter der Raumfahrt. Dieses kompakte Raum-/Flugzeug ist für einen effizienten Flug in der Atmosphäre optimiert und verfügt über ein Netz aus clever verteilten Kurzstrecken-Manövriertriebwerken, die von einem Delta-Level-KI-Subsystem koordiniert werden, um eine reibungslose Landung zu gewährleisten (ein Punkt, den Fabrique in seiner Werbung mit amüsanten Hologrammen, die ein gut gekleidetes Paar und ein übervolles Weinglas zeigen, deutlich macht). Der Kite verfügt über leistungsstarke Triebwerke für ein ziviles Schiff seiner Größe, allerdings lässt die Manövrierfähigkeit in der Schwerelosigkeit zu wünschen übrig, wenn das spezielle Subsystem nicht aktiviert ist. In den gefährlichen Zeiten nach dem Zusammenbruch wurde der Kite mit einem Verteidigungsturm anstelle der Aussichtskuppel der Executive-Klasse ausgestattet, und die beiden Hilfsstrahltriebwerke wurden durch Raketensysteme ersetzt (die nicht auf die begrenzte Antriebsleistung zurückgreifen müssen). In einem fairen Kampf hat er keine Chance, aber der Kite kann unerwartet scharfe Zähne bekommen und seine Geschwindigkeit nutzen, um Raidern zu entkommen. Luddic Path-Radikale sind sogar dafür bekannt, modifizierte Kites einzusetzen, um hilflose Frachter mit Schlagwaffen anzugreifen, und anschließend das Manövriersubsystem zu aktivieren, um schnell zu entkommen und dem Zorn der Eskorte ihres Opfers zu entgehen.",,,,,
gryphon,SHIP,"Die Gryphon ist ein spezieller Raketenkreuzer, der als hochmobile Plattform für schwere Feuerunterstützung konzipiert wurde. Sie ist kein Frontkreuzer und daher am besten in Begleitung von Begleitschiffen einsetzbar.

Unter den Schiffen der sogenannten „Cruiser School“, die von Altair Exotech entworfen wurden, war die Gryphon ein wichtiger Bestandteil der Machtprojektionsstrategie, die kurz vor dem Zusammenbruch des Gate-Systems in Mode kam. Die Gryphon sollte es einem Task-Force-Kommandanten ermöglichen, schnell spezialisierte schwere Feuerkraft zu konzentrieren und so einen vernichtenden Hammer für die Anvil-Klasse von Kreuzern und Zerstörern zu bilden. So steht es jedenfalls im taktischen Handbuch aus der Domain-Ära. Von besonderem Interesse ist die in den Rumpf integrierte Raketen-Nanoforge der Gryphon: Dieses fest installierte Nanoforge-System ermöglicht die extrem schnelle Umwandlung von dicht gepacktem, vorformuliertem Ausgangsmaterial in eine begrenzte Auswahl an Munition mitten im Kampfgeschehen. Dadurch kann die Gryphon konzentrierte Masse effektiv in die gewünschten Waffen umwandeln und so mitten im Gefecht ihre Raketenvorräte auffüllen. Die Flussleistung dieses Prozesses ist natürlich enorm, sodass es für Kapitäne, die sich auf ihre Schilde verlassen, um feindliches Feuer abzuwehren, nicht ratsam ist, das integrierte Raketen-Nanoforge-System zu aktivieren.",,,,,
hammer,WEAPON,"Diese Rakete mit ungelenkter Flugbahn war vor dem Zusammenbruch aufgrund ihrer zivilen Anwendungen, die von Asteroidenbergbauern eingeführt wurden, allgegenwärtig. Als bevorzugte Angriffswaffe der hoffnungslos unterausgerüsteten wird der Hammer am häufigsten von armen unabhängigen Milizen, Piraten und insbesondere dem Luddic Path eingesetzt. Dies hat zu dem leicht blasphemischen Alternativnamen für die Waffe geführt: „Ludd's Hammer”.",,,,,
hammer_single,WEAPON,"Diese Rakete mit ungelenkter Flugbahn war vor dem Zusammenbruch aufgrund ihrer Verwendung durch Asteroidenbergleute allgegenwärtig. Als bevorzugte Angriffswaffe der hoffnungslos unterausgerüsteten wird der Hammer häufig von armen unabhängigen Milizen, Piraten und insbesondere vom Luddic Path eingesetzt. Dies hat zu dem leicht blasphemischen Alternativnamen für die Waffe geführt: „Ludd's Hammer”.",,,,,
hammerrack,WEAPON,"Diese Rakete mit ungelenkter Flugbahn war vor dem Zusammenbruch aufgrund ihrer Verwendung durch Asteroidenbergleute allgegenwärtig. Als bevorzugte Angriffswaffe der hoffnungslos unterausgerüsteten wird der Hammer oft von armen unabhängigen Milizen, Piraten und insbesondere dem Luddic Path eingesetzt. Dies hat zu dem leicht blasphemischen Alternativnamen für die Waffe geführt: „Ludd's Hammer”. Die Hammer-Barrage-Halterung ist ein eindrucksvolles Beispiel für die Zweckmäßigkeit von Quantität.",,,,,
jackhammer,WEAPON,"Diese dumme Feuerrakete war vor dem Zusammenbruch Persean Sector aufgrund von Anwendungen, die von Asteroidenbergbauern entwickelt wurden, allgegenwärtig. Als bevorzugte Angriffswaffe der hoffnungslos unterausgerüsteten wird der Hammer oft von armen unabhängigen Milizen, Piraten und insbesondere dem Luddic Path eingesetzt. Dies hat zu dem leicht blasphemischen Alternativnamen für die Waffe geführt: „Ludd's Hammer”. Diese spezielle Dreischuss-Halterung erhielt ihren Namen, als ein cleverer Raumfahrer herausfand, wie man den zivilen Rack-Cycler zu einer dreifachen Salve umbauen kann, die den Rumpf erschüttert. Die Modifikation verbreitete sich scheinbar über Nacht im gesamten Sektor.",,,,,
squall,WEAPON,"Mittelstrecken-Anti-Schild-Raketen, die in der Eröffnungsrunde eines Gefechts eingesetzt werden sollen, um die Schilde eines unachtsamen Gegners zu deaktivieren und so die Möglichkeit zu schaffen, unmittelbar nach der Squall-Salve hochwirksame Panzerbrechende Projektile einzusetzen.

Austauschbare Raketenbehälter wurden entwickelt, um ein schnelles Nachladen der beeindruckenden 20-Schuss-Squall-Salve zu ermöglichen, aber das hohe Gewicht der Behälter und die komplizierte Mechanik der Raketen-Autolader machen den Vorgang umständlich und das Timing liegt etwas unter den ursprünglichen Domain-Armada-Spezifikationen. Nichtsdestotrotz ist die Squall ein furchterregendes Waffensystem, wenn sie gegen schildabhängige Gegner eingesetzt wird, da sie einen Kapitän mit unzureichendem Punktabwehrsystem dazu zwingt, seine Schilde zu deaktivieren oder sich einem hohen Schildfluss zu unterwerfen, der zu einer Überlastung führen kann. ",,,,,
locust,WEAPON,"Ein großes Kurzstrecken-Lenkwaffensystem, das dafür ausgelegt ist, eine große Anzahl von Projektilen abzufeuern, um feindliche Jagdgeschwader mit einer einzigen Salve zu überwältigen und außer Gefecht zu setzen. Die Locust kann gegen größere Ziele eingesetzt werden, hat jedoch nur eine geringe Wirkung, wenn die Schilde und Panzerungen nicht bereits durchbrochen sind.

Die Locust feuert pro Salve dreißig kleine Raketen ab. Robuste, stromsparende Einzelverfolgungssysteme werden durch ein verteiltes Schwarmintelligenzsystem koordiniert, um eine hervorragende Zielverfolgung zu ermöglichen, während chemische Mikrotriebwerke für kurze Zeit Manövrierfähigkeit bieten. Bewährte Zielalgorithmen, die auf den alten Swarmer-Raketensystemen basieren, sorgen dafür, dass die Locust nur selten ihr Ziel verfehlt. Die Locust hat sich zu Recht einen Platz in den Albträumen von Kampfpiloten verdient.",,,,,
forgevats,SHIP_SYSTEM,"Ein Nanforge-System mit fester Architektur, das während des Kampfes eine schnelle Umwandlung von vorformuliertem Ausgangsmaterial in Raketenmunition ermöglicht. Die Flussleistung dieses Prozesses ist enorm, daher ist es nicht ratsam, das integrierte Raketen-Nanforge-System unter Beschuss zu aktivieren.",Speziell,Füllt bei Verwendung einen Teil der Raketenmunition wieder auf und erzeugt eine große Menge an Fluss.,,"Die Anzahl der nachgeladenen Raketen entspricht der Grundmunitionskapazität jeder Waffe, bevor Modifikatoren durch Fähigkeiten oder Rumpfmodifikationen hinzukommen.",
forgevats_station,SHIP_SYSTEM,"Ein Nanforge-System mit fester Architektur, das während des Kampfes eine schnelle Umwandlung von vorformuliertem Ausgangsmaterial in Raketenmunition ermöglicht.",Speziell,Füllt bei Verwendung einen Teil der Raketenmunition wieder auf.,,"Die Anzahl der nachgeladenen Raketen entspricht der Grundmunitionskapazität jeder Waffe, bevor Modifikatoren durch Fähigkeiten oder Rumpfmodifikationen hinzukommen.",
starliner,SHIP,"Die Mbaye-Gogol 440 „Starliner“ ist ein Passagierschiff aus einer zivilisierteren Ära, das für schnelle und komfortable Reisen zwischen den Systemen des Domain gebaut wurde. Die Starliner verfügt über private First-Class-Kabinen, zwei Klassen von Verpflegungsservice, ein Zero-G-Theater und sogar eine kleine Lande-/Startrampe, die ausschließlich von Passagieren der Executive-Klasse genutzt werden kann. (Da es sich um ein ziviles Schiff handelt, gibt es natürlich keine Einrichtungen für die Reparatur und Wiederbewaffnung von Kampfflugzeugen).

Der Starliner ist mit einem Frontschild ausgestattet, um die Sicherheit der Passagiere zu gewährleisten und den Rumpf vor routinemäßiger Abnutzung zu schützen. Diese Schiffsklasse wurde an die aktuellen Gegebenheiten des Sektors angepasst und ist routinemäßig mit Allband-Raketenabwehrfackelwerfern sowie einer Reihe von Geschütztürmen ausgestattet. Dies dient nicht nur dazu, ein Gefühl von Abenteuer zu vermitteln, sondern auch, um gelegentliche Piraterie zu verhindern und gleichzeitig einen „Munitionszuschlag” auf jeden Ticketverkauf zu rechtfertigen.",,,,,
nebula,SHIP,"Der voluminöse, aber unansehnliche Rumpf der Mbaye-Gogol 430 „Nebula” trägt zwar wenig zur Romantik interstellarer Reisen bei, gewährleistet jedoch eine für ein Schiff dieser Klasse respektable Passagier- und Frachtkapazität. Tatsächlich hat die Nebula seit der verhaltenen Resonanz auf ihre erste Produktionsreihe langsam die Mitte des Passagierdienstes dominiert.

Die Nebula ist mit einem nach vorne gerichteten Schutzschild ausgestattet, um die Sicherheit der Passagiere zu erhöhen und die Wartungsintervalle für die Rumpfverkleidung zu verlängern. Und da der Sektor nun einmal so ist, wie er ist, wurden an strategisch günstigen Stellen mehrere ballistische Geschütztürme und Allband-Raketenabwehrraketenwerfer angebracht, um den zahlenden Passagieren zu versichern, dass ihr Wohlergehen für den Betreiber oberste Priorität hat.",,,,,
mudskipper,SHIP,"Der Mudskipper wird meist als interplanetare Fähre eingesetzt, ist aber tatsächlich auch interstellar einsetzbar. Das Schiff verfügt über keinen eingebauten Schildgenerator und muss sich daher auf seine für ein ziviles Raumschiff robuste Panzerung verlassen, um Passagiere und Fracht zu schützen. Im Kampf hat der Mudskipper kaum eine Chance, ist jedoch in der Regel mit einem nach hinten gerichteten Geschützturm ausgestattet, um Angriffe der allseits beliebten Salamander-Rakete abzuwehren.

Ursprünglich als „Pegasus”-Klasse produziert, wurde es aufgrund einer Markenrechtsklage in offiziellen Dokumenten wieder auf seinen Modellcode zurückgesetzt. Die Betreiber gaben dem Modell MGA-220 schnell den Namen „Mudskipper”, und dieser Name blieb haften. Dieses robuste kleine Schiff ist seit Jahrhunderten ein Hauptbestandteil des zivilen Transports in abgelegenen Gebieten, und obwohl es nicht besonders schön ist, vereinfacht seine robuste Konstruktion die Wartung, und die großzügigen Ladetüren ermöglichen eine große Vielseitigkeit. Bis zu diesem Zeitpunkt wurde das Image des Mudskippers in der öffentlichen Wahrnehmung durch eine etwas unwahrscheinliche Holovid-Sequenz gefestigt, in der ein Mudskipper eine Herde Boviden zu einer malerischen, trockenen Terraform transportierte.",,,,,
scarab,SHIP,"Der Scarab ist ein seltener, experimenteller Rumpf, der von der Firma Tri-Tachyon entwickelt wurde. Es wurde nur eine begrenzte Anzahl von Prototypen hergestellt. Technologien, die gegen die Bruttokausalität verstoßen, wurden von Domain verboten, und dieses Verbot wird nun durch die Doktrin von Hegemony – mit Unterstützung von Luddic – aufrechterhalten. Nichtsdestotrotz bilden die wenigen Randbeispiele dieser Technologie die Grundlage für die interstellare menschliche Zivilisation, vom alten Gate-System (je nach Theorie zu dessen Funktionsweise) bis hin zu gängigen FTL-Hyperraumreisen und -Kommunikation. Tri-Tachyon hat stets die Grenzen dieser Technologien – und des Gesetzes – vorangetrieben, indem es die Entwicklung der Phasentechnologie vorangetrieben hat. Das einzigartige, in den Rumpf integrierte Prototyp-System „Temporal Shell” des Scarab bildet da keine Ausnahme. 

Es ist also weniger so, dass der Scarab die Zeit manipuliert, sondern vielmehr, dass er die normale Geschwindigkeit der Konsequenzen des lokalen Bezugssystems umgeht. Der Effekt, der für Theologen von Luddic ebenso beunruhigend ist wie für Laien, besteht darin, dass die Zeit für die Außenwelt scheinbar langsamer verläuft. Natürlich muss man es vermeiden, dies in Hörweite der angewandten Zeitphysiker zu sagen, die sich mit solchen Wundern befassen, um eine mühsame Korrektur der Terminologie zu vermeiden. ",,,,,
centurion,SHIP,"Die Centurion ist eine solide, schwere Kampf-Fregatte, auf die man sich verlassen kann, um Lücken in der Schlachtlinie zu füllen und zu halten, gemäß der Doktrin aus der Domain-Ära, die vom Nachfolgestaat der XIV. Kampfgruppe praktiziert wird. Die Centurion wird wegen ihrer Vielseitigkeit geschätzt, die sie ihrer Fülle an Hybridwaffenslots und einem integrierten Dämpferfeld verdankt, das es ihr ermöglicht, die furchterregende Feuerkraft, der sie im Kampf sicher ausgesetzt sein wird, unbeschadet zu überstehen.",,,,,
wayfarer,SHIP,"Mit einer für eine schwere Fregatte respektablen Panzerung und Bewaffnung entspricht die Wayfarer nicht ganz den strengen wirtschaftlichen Anforderungen, die für den Massengüterhandel auf speziellen Routen gelten, auf denen die Sicherheit durch zivilisierte Gegenden (oder zumindest durch bewaffnete Eskorten) gewährleistet ist. Nein, die Wayfarer ist ein Raumschiff für einsame Fahrten an der Grenze, zwischen Welten, in denen das harte Gesetz der Notwendigkeit herrscht, wo Banditen ihr Unwesen treiben und die gekreuzten Bögen der eigenen Geschütztürme der beste Trost sind, den man in der Kälte des Weltraums finden kann. ",,,,,
ionpulser,WEAPON,"Diese verbesserte Version der Ionenkanone wurde für eine höhere Feuerkraft entwickelt und sendet einen elektromagnetischen Impuls (EMP) aus, der feindliche Systeme und Triebwerke schnell außer Gefecht setzen kann, indem er schwere Schäden verursacht und zu Modulen in der Nähe des Aufprallpunkts überspringt. Das nicht standardmäßige Verstärkungsmedium des Ionenpulser projiziert hochionisierte baryonische Materie in einem kohärenten Strahl über einen von drei rotierenden Linearbeschleunigern. Wenn der Ionenstrahl auf das Ziel trifft, erzeugt er ein lokales Magnetfeld, das alle Arten von Elektronik, einschließlich Sensoren, Kraftstoffzünder, Zielmodule, Computer usw., lahmlegt. Die Waffe verschmilzt auch bestimmte Schaltkreise und kann Schildgeneratoren leicht belasten, verursacht jedoch nur vernachlässigbare dauerhafte Schäden. Selten die einzige Waffe, mit der Schiffe ausgestattet sind.",,,,,
ionbeam,WEAPON,"Als Fernkampfwaffe kann der Ionenstrahl immer mehr störende EMP-Lichtbögen durch Schilde feuern, je höher der Hard-Flux-Wert des Ziels ist – was für das feuernde Schiff mit hohen Flux-Kosten verbunden ist. Nach der Lieferung des Ionenimpulsgebers an das Chernabog-Testgelände kamen Feuerproben und taktische Simulationen zu dem Schluss, dass das Waffensystem für die in der ursprünglichen Ausschreibung von Bhilai Exospace beschriebene Aufgabe ungeeignet war. Es wurde eine hohe Strafe von der Liefergebühr abgezogen und die Ingenieure wurden zurückgeschickt, um eine geladene Energiewaffe mit ausreichender Reichweite zu entwickeln, die auf Kampfplattformen montiert werden kann, die eher hinter der Frontlinie als an der Front eingesetzt werden sollen. Sechs Monate später lieferten sie den Ionenstrahl.

Der Langstrecken-Ionenstrahl nutzt ein hochmodernes Verstärkungsmuster, das am besten als eine Form der in den normalen Raum projizierten Beugungsgeometrie verstanden werden kann. Diese einzigartige Konstruktion ist zwar schwierig herzustellen, ermöglicht jedoch die Langstreckenprojektion von hochionisierter baryonischer Materie in einem kohärenten Strahl, der bekanntermaßen alle Arten von Elektronik, einschließlich Sensoren, Kraftstoffzünder, Zielmodule, Computer usw., zerstört, wenn auch mit vernachlässigbaren bleibenden Schäden. Bei Einsatz gegen ein Ziel mit hohem Fluss kann der Ionenstrahl gelegentlich eine Ladung aufbauen, die Energieschilde vollständig überbrückt, da die Ansammlung geladener Teilchen den Diffusionszyklus des Schildes stört.",,,,,
mora,SHIP,"Diese Klasse von Trägern wurde im gleichen Zeitraum in Dienst gestellt wie die allgegenwärtigen Talon-Jäger, als die Marine Doktrin der Domain auf Träger ausgerichtet war. Die Mora war gepanzert, um neben der Onslaught den Hexenjagden des Kampfes standzuhalten, wurde jedoch massenhaft außer Dienst gestellt, als sich die Doktrin zugunsten schwererer Geschütze und Großkampfschiffe, flankiert von Linienschiffen, veränderte. 

Die entmilitarisierten Rümpfe wurden verkauft und zu mobilen Industrieplattformen für den Einsatz an den Grenzen der Domain umgebaut. Die robuste und äußerst anpassungsfähige Mora war ein häufiger Anblick bei Fernvermessungen, im Bergbau, im Bauwesen, bei der Drohnenhandhabung und als mobiles Trockendock. Einige Rümpfe wurden sogar auf fremden Welten halb eingegraben und als gepanzerte Kraftwerke und Werkstätten genutzt, um den Kern neuer Siedlungen zu bilden.

Nach dem Zusammenbruch wurden Mora-Rümpfe von Fraktionen, die keine eigenen Flottenträger besaßen, fast verdächtig schnell wieder militarisiert. Heute sind sie ein Amboss, auf dem so mancher unvorsichtige Piratenfürst zerbrochen wird.",,,,,
accretion,TERRAIN,"Ein Fluss aus Gestein, Staub und Gas spiralförmig immer weiter nach innen in Richtung Vernichtung.",,,,,
planet_gelan,CUSTOM,"Ein großer und relativ massereicher Planet in enger Umlaufbahn um seinen Hauptstern. Der Sternwind hat leichtere Elemente weggefegt, sodass Kohlenstoff und Schwefeldioxid die Atmosphäre dominieren. Der tödliche Schleier aus giftigen Gasen erzeugt einen außer Kontrolle geratenen Treibhauseffekt, der zusätzlich zur erdrückenden Schwerkraft für extrem unwirtliche Bedingungen an der Oberfläche sorgt.",,,,,
planet_mairaath,CUSTOM,"Mairaath wurde durch eine koordinierte Luddic Path-Operation im Zyklus 82 zerstört, die seine beeindruckenden Orbitalstationen-Städte in Waffen verwandelte, die gegen die fantastisch terraformte Oberfläche geworfen wurden. Was übrig bleibt, ist eine verkohlte und zerstörte Welt, in der sich die sorgfältig gepflegten Wetterbedingungen der großen Mayasuran-Terraforming-Verschwörung in albtraumhafte Stürme verwandelt haben, die den Globus umkreisen und für immer die Asche einer ermordeten Welt aufwirbeln.",,"Selbst nach ihrer apokalyptischen Zerstörung klammert sich die Menschheit noch immer an die Oberfläche von Mairaath, zusammengekauert in den zerbrochenen Hüllen großer Städte, die von endlosen Stürmen zerstört wurden.",,,
derelict_probe,CUSTOM,"Ein Beispiel für eines der unzähligen Roboter-Sondenschiffe, die von den Domain in die Galaxie ausgesandt wurden, um neue Ressourcen zur Ausbeutung, Planeten zur Kolonisierung und das Unbekannte zu erforschen. Einige Varianten werden von automatisierten Mutterschiffen hergestellt. Dieses Exemplar scheint inaktiv zu sein; von kleinen Einschlägen übersät, zeigt sein Rumpf ein schillerndes Muster aus furchterregenden Strahlenschäden. Die Herstellung dieser Sonde könnte durchaus schon tausend Zyklen zurückliegen.",,,,,
derelict_surveyship,CUSTOM,"Ein automatisiertes Vermessungsschiff aus einer längst vergangenen Welle der Domain-Erforschung. Tausende solcher Schiffe wurden in Wellen ausgesandt, einige unabhängig, andere an ähnlich automatisierte Mutterschiffe angebunden (oder von diesen hergestellt), die der ersten Welle von Robotersonden folgten. Dieser scheinbar unempfängliche Koloss wurde durch jahrhundertelange Einwirkung geladener Teilchen und Hochgeschwindigkeitsaufpralle von interstellarem Staub verwüstet.",,,,,
